Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,You enjoy participating in group activities.,You like books and movies that make you come up with your own interpretation of the ending.,Your happiness comes more from helping others accomplish things than your own accomplishments.,You are interested in so many things that you find it difficult to choose what to try next.,You are prone to worrying that things will take a turn for the worse.,You avoid leadership roles in group settings.,You are definitely not an artistic type of person.,You think the world would be a better place if people relied more on rationality and less on their feelings.,You prefer to do your chores before allowing yourself to relax.,You enjoy watching people argue.,You tend to avoid drawing attention to yourself.,Your mood can change very quickly.,You lose patience with people who are not as efficient as you.,You often end up doing things at the last possible moment.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You become bored or lose interest when the discussion gets highly theoretical.,You find it easy to empathize with a person whose experiences are very different from yours.,You usually postpone finalizing decisions for as long as possible.,You rarely second-guess the choices that you have made.,"After a long and exhausting week, a lively social event is just what you need.",You enjoy going to art museums.,You often have a hard time understanding other people’s feelings.,You like to have a to-do list for each day.,You rarely feel insecure.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",You are still bothered by mistakes that you made a long time ago.,You rarely contemplate the reasons for human existence or the meaning of life.,Your emotions control you more than you control them.,"You take great care not to make people look bad, even when it is completely their fault.",Your personal work style is closer to spontaneous bursts of energy than organized and consistent efforts.,"When someone thinks highly of you, you wonder how long it will take them to feel disappointed in you.",You would love a job that requires you to work alone most of the time.,You believe that pondering abstract philosophical questions is a waste of time.,"You feel more drawn to places with busy, bustling atmospheres than quiet, intimate places.",You know at first glance how someone is feeling.,You often feel overwhelmed.,You complete things methodically without skipping over any steps.,You are very intrigued by things labeled as controversial.,You would pass along a good opportunity if you thought someone else needed it more.,You struggle with deadlines.,You feel confident that things will work out for you.,Personality
56071,0,0,-2,0,0,0,-1,0,1,1,0,-2,2,-2,-1,1,-1,0,-1,-2,-1,0,0,0,1,0,2,-1,2,3,-3,0,-1,0,2,-1,0,-2,-2,-2,-1,-1,-1,3,0,0,1,0,0,0,0,1,-1,0,0,1,0,2,0,1,14
50842,0,0,0,0,-3,1,1,0,0,0,1,0,-1,2,3,1,2,0,0,0,0,0,0,0,-1,-2,0,0,-1,0,-1,0,-1,-1,1,2,0,2,-2,3,-1,-3,0,-1,-2,0,-1,0,-3,0,0,0,-1,0,1,0,1,-2,3,2,7
13855,0,0,-1,0,0,1,-1,0,1,0,0,1,1,-1,-2,0,2,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-2,-2,1,-1,0,1,1,-3,0,0,3,-1,-2,0,-1,-2,0,1,1,1,0,0,0,-1,0,-2,0,0,1,1,1,0
35840,0,1,-2,1,0,-1,-3,0,-2,1,-2,0,3,1,0,3,2,2,1,-1,0,-1,0,0,0,-1,1,0,-1,-2,0,0,0,0,0,1,2,1,-1,-2,-1,-1,0,-1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,-1,-2,10
22378,0,0,2,1,-3,0,-2,0,0,0,1,1,-2,1,0,0,-1,1,1,-1,0,1,0,0,2,0,1,0,-2,1,1,0,-2,0,3,0,0,-1,3,2,0,2,1,0,-2,-1,-2,0,2,0,0,0,1,0,1,0,0,2,3,2,11
50293,-1,0,-1,2,-1,1,-2,0,2,0,1,1,1,1,-1,2,-3,-2,-1,3,0,-1,0,0,-1,3,-1,0,1,1,-1,0,-1,-1,0,-1,0,2,2,-1,2,0,2,-2,0,1,1,0,0,1,0,1,1,0,1,0,-1,2,-2,2,9
17064,0,0,0,-1,0,2,1,0,-1,0,-2,0,-1,0,-2,-1,2,1,-1,-2,-1,0,0,0,2,2,1,0,-2,0,-1,0,-1,0,0,2,1,-3,3,2,2,-1,0,-2,-1,0,3,0,1,0,0,0,1,0,0,0,0,-1,-1,1,1
15311,0,0,0,1,1,-1,-1,0,0,0,-2,-2,-2,0,-2,2,0,2,2,-2,0,-2,0,0,1,-1,3,0,0,-2,-1,0,-3,0,-1,2,1,-1,-1,0,-3,1,-2,-2,3,0,0,0,-2,0,0,1,1,0,-2,-1,0,2,0,-1,10
20025,1,0,0,-2,0,1,-3,-1,-2,-1,-2,2,2,1,0,-1,1,0,-1,-1,0,2,0,0,-2,-1,0,0,-2,0,-1,0,-2,0,2,-1,1,0,-2,3,2,-3,1,-1,2,0,0,0,2,0,0,0,1,0,-2,0,0,1,2,2,0
13878,0,0,-1,1,2,-3,1,0,-1,0,2,-1,-2,1,-1,0,1,-1,-1,2,1,0,0,0,0,2,1,0,1,-1,-1,0,1,0,1,-1,2,-3,0,2,1,0,0,0,1,0,-2,0,2,0,0,0,2,0,2,0,0,0,-1,2,8
53480,-1,0,2,-1,1,0,2,0,-1,0,1,0,1,0,0,-1,0,2,-1,1,0,0,0,-1,1,0,2,0,0,-1,-2,0,2,0,2,2,0,0,1,1,1,0,1,0,0,0,1,0,3,0,0,1,0,0,-1,0,0,-2,1,0,1
30982,0,0,0,3,-2,-2,0,1,3,0,0,-1,-2,0,1,0,1,0,-2,0,0,-1,0,0,-1,3,0,0,-1,-1,-1,0,2,0,2,2,-3,2,-1,-1,0,-2,-1,1,1,0,1,-1,0,0,0,0,-1,-1,1,0,0,-1,0,1,6
13412,0,0,1,-1,-2,-1,0,0,-1,0,-2,-3,2,-3,-2,-1,-1,2,-1,0,0,1,0,0,2,0,-3,0,-1,1,-1,0,0,0,3,2,2,-1,2,-1,-1,-1,0,-2,-1,0,-1,0,1,0,0,-1,3,0,3,1,0,-2,0,1,5
29580,0,1,0,0,-2,1,1,0,1,0,-1,0,1,1,0,3,1,1,-2,2,1,-1,0,0,1,0,-1,0,-2,0,-2,0,-1,0,-1,0,3,2,0,1,1,-3,-3,-1,0,0,-2,-1,0,0,0,0,3,0,0,0,0,0,0,1,7
9074,0,0,-1,-2,1,1,3,0,0,1,-1,1,2,-2,2,-3,1,0,3,2,0,-2,0,0,2,0,-2,0,1,3,-2,0,-1,0,-3,-2,1,-1,2,3,-2,0,0,-3,-2,0,-2,0,0,0,0,0,-2,1,0,0,0,-1,-1,0,12
39851,1,1,1,-1,-2,0,1,1,0,0,-2,-1,1,-2,1,-2,-1,0,-1,3,0,-1,1,0,1,1,-1,0,0,0,-1,0,-2,0,-2,-2,1,1,2,1,-1,-1,2,0,-3,0,-1,0,1,1,0,0,-2,0,0,0,0,1,0,0,12
33437,0,0,1,0,2,0,-3,0,-1,0,2,-2,-1,2,-1,2,1,-1,0,0,0,1,-1,0,-1,-1,0,0,1,0,0,0,0,-1,-1,-2,2,1,-1,-1,0,0,-2,0,-2,0,-1,0,0,-1,0,0,1,1,3,0,0,3,-1,0,14
29167,0,0,-1,0,1,1,-3,0,3,0,0,2,-1,3,0,-1,-1,0,2,1,1,1,-1,1,1,0,-2,0,0,-1,-2,0,-3,0,0,1,0,1,1,-3,0,0,0,-1,1,0,1,0,1,0,0,-1,0,0,0,0,0,-2,-1,1,13
5615,0,0,0,0,-1,0,0,0,0,0,-2,1,-1,1,-2,0,-1,0,0,1,0,-1,0,0,0,1,-1,0,2,2,-1,0,-2,1,1,-1,0,-1,0,0,1,1,1,-1,-2,0,-1,0,1,0,0,0,3,0,-2,-1,0,-2,-1,1,9
57859,0,0,2,0,3,0,-1,0,-3,0,-1,-3,-2,-1,1,3,0,-2,-1,-1,0,1,0,-1,-1,-3,3,0,3,3,0,0,-3,0,2,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,3,-2,3,14
15685,0,0,0,1,-1,2,0,0,3,0,-1,0,1,-1,2,-3,1,0,-2,-1,0,1,0,-1,2,0,-1,0,-1,1,1,0,0,0,-1,0,-1,-1,-1,-3,-1,-2,3,2,1,0,-1,0,-1,0,0,1,1,0,-1,0,1,1,-1,-1,13
33061,0,0,3,1,-2,-2,1,0,2,0,0,0,2,1,1,0,1,1,2,2,0,-2,0,0,1,-1,-2,-1,0,1,-2,0,-2,0,2,2,2,-2,1,-1,-2,0,0,-1,-2,0,-2,0,0,0,0,0,1,-1,-1,0,0,0,3,0,5
55085,0,1,-1,-1,-1,0,2,0,-3,0,2,1,-1,1,1,0,-1,-1,-1,0,0,1,0,0,2,-1,-1,0,0,1,-1,0,0,0,0,1,1,0,1,1,2,0,2,-2,-3,0,0,0,-1,-1,-1,0,0,0,0,-1,0,2,0,2,9
33640,0,0,0,0,-1,1,0,0,0,1,1,0,-1,2,2,-2,0,-1,0,0,0,0,0,0,1,-2,-2,0,-2,-1,-1,0,-1,0,-1,1,2,1,2,0,1,0,0,0,2,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,1,13
57362,0,0,2,1,-1,-1,-1,0,2,0,-1,-1,1,-2,-1,-2,0,2,-1,3,0,2,0,0,-1,-2,0,0,-1,2,-2,0,-1,0,-1,2,2,-2,-1,-1,-1,-2,1,0,0,0,-1,0,0,0,0,0,2,0,2,0,0,-1,-1,1,5
41246,0,0,-1,0,-1,-3,-1,0,1,1,3,3,0,0,-1,-3,-1,-1,-2,-2,0,-1,0,0,1,1,-2,0,2,0,0,0,3,0,2,-3,3,-2,0,3,-2,-1,-1,3,0,0,1,0,0,0,0,-1,-1,0,1,0,0,1,0,2,3
9342,0,0,1,0,-2,-1,0,0,1,0,1,0,-1,1,0,0,2,1,-1,2,0,0,0,0,-1,0,-2,0,-2,0,0,0,0,0,-2,0,1,-1,-1,-1,0,-2,-2,-1,-1,0,-2,-1,2,0,0,1,2,0,0,1,-1,1,-1,0,6
2701,0,1,1,1,1,2,-1,0,0,0,-2,2,-1,1,0,-2,-1,2,2,3,0,0,0,0,1,-2,-2,0,-1,-2,0,-1,-1,0,1,0,0,1,-1,-3,0,3,-2,-1,1,-1,0,1,0,0,0,0,-1,0,0,0,0,-2,-2,-1,13
32925,0,0,2,0,-2,0,1,0,1,0,2,1,1,1,3,0,-3,1,1,-3,0,0,0,0,2,1,2,0,-1,-2,1,0,1,1,0,0,0,-2,1,-2,2,-1,1,3,-1,0,-2,0,2,0,0,0,-1,0,-3,0,1,0,3,-1,11
40755,0,0,0,-1,-1,2,0,0,-1,0,1,1,0,3,3,1,1,0,-1,0,0,3,0,0,3,-3,-2,0,-1,-2,-2,0,-1,0,-3,1,0,2,-2,2,1,1,0,0,-1,0,2,0,-3,0,0,1,2,1,1,0,0,1,3,2,7
12136,0,0,-2,1,1,1,1,0,0,0,-2,1,-3,1,-1,1,-1,-2,1,0,0,0,1,0,3,-1,-1,0,-2,3,-2,0,-3,-1,0,3,1,2,0,-2,-1,-1,2,-2,-3,0,-1,0,0,1,0,0,-3,0,-2,0,0,-3,1,3,9
30706,0,0,-2,-1,1,0,0,0,-2,0,2,-2,0,2,0,-2,1,1,-2,2,0,-1,0,0,-1,1,2,0,-1,-1,0,0,0,0,0,-1,2,-3,-1,1,1,0,1,-1,2,-1,-1,0,2,0,0,0,0,1,0,0,0,1,-2,1,8
36339,0,0,1,0,0,-1,-2,0,-1,0,1,1,-1,3,-1,-1,-2,-2,-2,2,0,2,0,0,-1,0,0,0,0,1,2,0,0,0,-1,3,-2,0,-1,-2,2,2,2,2,0,0,1,0,-1,0,-1,0,3,0,1,0,0,3,2,1,2
5065,0,1,2,-1,0,1,1,-1,2,0,0,-1,3,-1,1,-2,0,0,1,1,0,2,0,0,-1,-1,-1,0,2,0,1,0,-1,0,0,-2,0,1,2,2,0,2,0,0,3,0,-3,0,-2,0,0,0,0,-1,3,0,0,1,-2,2,4
45999,1,0,0,1,-1,-1,0,0,1,0,0,0,0,0,1,-3,1,-1,0,1,0,0,0,0,-2,0,3,-1,-2,-2,2,0,0,0,-1,-1,1,-1,0,1,-3,-1,-1,1,0,0,-2,1,-3,0,0,0,1,0,-1,0,0,0,-1,0,10
52194,0,0,-2,-1,1,0,-1,0,-1,0,0,1,-2,-2,0,1,2,0,0,-2,0,0,0,0,0,1,-2,0,0,-1,-1,0,-2,0,-1,2,-3,1,-1,-1,1,-1,0,-1,-1,0,-1,0,0,0,0,0,1,0,-2,0,-1,-1,2,-3,0
9929,0,0,-2,-2,1,0,-1,0,2,0,0,0,-2,0,0,2,-1,-2,1,0,0,1,0,0,-1,1,3,0,2,0,-1,-1,-1,0,0,-1,-1,2,0,0,2,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-3,1,-2,6
32946,0,0,1,2,-2,-1,-2,0,3,-1,1,-3,0,3,1,-1,1,1,0,1,0,1,0,0,-1,2,-1,0,1,0,0,0,0,0,0,0,-2,-2,0,0,0,0,-1,-1,0,0,1,-1,1,0,0,0,3,0,2,0,0,2,2,0,6
50647,0,0,0,-2,-1,2,0,0,2,0,0,-2,0,-1,-1,0,0,2,0,0,0,0,0,0,-3,0,2,0,1,-3,1,0,-1,0,0,1,-3,-2,-2,-2,0,-2,0,2,-1,0,-1,0,-1,0,0,0,-1,0,-2,0,0,-1,3,0,15
52965,0,0,-1,0,3,-2,-2,0,-2,0,0,3,2,3,-2,-3,0,2,0,-1,0,1,0,0,2,2,1,0,0,1,0,0,-1,0,0,-1,1,0,0,-2,-1,2,-2,2,1,0,0,0,0,0,0,1,1,0,2,0,0,3,1,0,2
21982,0,0,2,-2,-2,1,2,0,0,0,0,3,1,3,3,-1,-2,0,0,1,0,2,0,0,1,0,3,1,-1,-1,1,1,-2,0,0,-2,0,-2,2,-2,1,1,0,0,-2,0,-3,0,1,1,-1,0,-1,0,-2,0,1,0,3,1,11
50269,0,0,1,2,-3,-2,1,0,1,0,0,-1,1,2,-2,-1,-1,3,0,2,0,3,0,0,0,2,-2,0,-2,0,0,1,0,0,2,1,0,-2,1,0,-1,0,2,0,-1,0,1,0,2,0,-1,0,0,0,0,0,-1,-2,1,-1,5
57124,1,0,-2,-2,-1,-1,0,0,-3,0,2,0,1,3,-1,-3,2,1,0,0,0,-2,1,0,0,0,-1,0,-3,-1,2,0,-1,0,-1,-2,1,-2,-3,1,-1,2,1,-2,3,0,-3,0,2,-1,0,-1,2,0,2,1,0,1,-1,-2,8
28384,0,0,0,-1,1,1,-3,1,1,0,0,2,-1,-2,-2,-1,2,0,-1,0,0,2,0,1,-1,-1,-2,0,-1,0,-1,0,0,0,-2,1,-2,0,-1,-1,2,1,-1,-2,-1,0,0,0,-2,0,0,0,0,0,0,0,0,-1,2,-2,0
25540,0,0,-2,1,-2,-1,0,0,1,0,-1,0,-1,0,1,-1,1,0,0,-3,0,1,0,0,2,1,1,0,-1,-1,1,0,-1,0,1,1,0,-2,1,2,-1,0,-2,1,3,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10
57153,0,0,-2,2,-2,0,-3,0,1,0,-1,1,-1,0,0,2,-1,-2,0,1,0,-1,0,0,0,1,0,0,0,2,-1,-1,-1,0,2,-3,-3,1,0,1,0,0,1,-1,-3,-1,-1,0,2,0,0,0,2,0,-2,0,0,2,-2,3,9
42189,-1,0,0,1,0,2,-1,0,2,0,-1,-2,2,0,-2,-2,1,0,0,0,0,-3,0,-1,0,1,1,0,-3,-1,1,0,3,0,-1,1,0,2,-2,-1,-1,0,0,0,2,0,2,0,0,0,0,0,1,0,3,0,0,0,2,-3,1
7067,0,0,1,2,-3,-2,0,0,1,1,-1,0,0,-1,0,-3,1,-2,2,2,-1,-1,0,0,0,-1,2,0,-1,1,-3,0,-2,0,0,0,2,-2,-1,1,-1,2,1,0,-1,0,-1,0,-1,0,0,0,-1,-1,1,0,0,-3,3,2,5
4395,1,0,2,-1,-1,2,0,0,3,0,-1,1,0,-1,1,1,0,1,-1,1,0,-1,0,0,-1,0,1,0,1,-1,-2,0,0,0,1,-1,3,0,-2,2,0,-1,2,-1,-1,-1,3,0,0,0,0,0,-1,0,1,0,0,0,-1,-2,7
24525,0,0,0,0,-3,-2,-2,0,1,0,0,3,-3,2,1,0,1,1,0,2,0,-1,0,0,0,1,0,0,1,3,-1,-1,-1,1,1,-3,-1,-3,-1,2,2,0,1,-1,-2,0,0,0,2,0,0,0,-1,0,-1,0,1,2,1,2,9
58799,0,0,-1,-2,0,0,-2,0,0,0,3,0,-3,1,3,-2,-2,0,1,-1,0,-1,0,0,0,0,-3,0,2,2,-1,0,-2,0,0,-1,2,0,0,-1,2,-1,-1,2,2,0,-3,-1,2,0,0,0,1,0,0,1,1,-1,-1,0,12
11602,0,0,-2,-2,-3,2,-1,0,1,0,2,3,-3,2,1,0,-1,0,1,0,0,0,0,0,1,0,-2,0,-2,-1,-3,-1,-2,1,-1,-1,0,0,1,-2,1,0,-2,-1,1,-1,0,0,1,-1,0,0,-2,1,1,0,0,-3,3,-1,13
32276,0,0,-2,-1,0,2,-3,0,-2,-1,-3,0,0,-1,-1,-2,2,0,0,-2,0,3,0,1,-2,-3,1,0,-2,-1,0,0,-3,0,3,-2,0,-1,-2,1,-1,-2,2,0,2,0,1,1,1,0,0,0,-1,0,-1,0,0,0,2,2,0
23629,0,0,-1,-1,0,-2,-1,0,2,0,-2,2,-1,1,1,0,-1,0,1,1,0,1,0,0,0,-2,0,0,2,0,-3,0,-1,0,1,1,1,1,2,-1,2,-1,-2,-3,0,0,-2,1,2,0,0,0,0,0,1,0,0,-1,-1,3,13
10495,-1,0,0,1,-3,-1,-1,0,0,0,-2,-2,3,2,0,0,-1,-1,3,0,0,0,0,0,-2,2,-2,0,-2,2,-1,-1,0,0,0,0,0,0,1,-2,0,0,1,2,-3,0,0,0,-2,0,0,0,-2,0,3,0,0,-1,2,-3,3
43459,0,0,-2,0,0,0,1,0,0,0,-1,2,-2,1,-3,0,-1,-1,-2,-1,0,-1,0,0,-1,0,0,0,-2,2,-1,0,-1,0,2,2,-1,1,2,-1,1,-1,1,0,-1,1,-1,0,-2,0,0,0,0,0,-1,0,0,-1,1,2,9
41778,1,0,-1,-2,-2,2,1,-1,0,0,0,2,3,0,-3,2,1,-1,0,-1,0,0,0,0,0,-1,-1,0,3,-3,-1,0,-1,0,1,-1,-2,1,0,2,-1,-2,-1,-1,-1,0,3,0,2,0,0,0,-2,0,0,0,0,1,1,1,0
33465,0,0,-1,0,1,-2,2,0,-1,0,3,-1,-2,1,-2,-1,1,-1,-1,0,0,-2,0,-1,-2,1,0,0,1,0,-2,0,0,0,-1,-1,0,1,-3,0,0,1,2,1,0,0,-1,1,0,0,1,0,2,0,1,0,-1,2,-1,0,8
4528,1,0,2,-3,-1,0,0,1,0,0,-2,1,-3,-1,0,-1,2,0,1,-1,1,2,0,0,0,3,1,0,1,-2,-2,0,-2,0,2,1,3,-1,2,0,3,1,2,-1,1,0,0,0,-1,0,0,0,-1,-1,-2,0,0,-1,0,-1,1
11899,0,0,1,-1,-2,-1,-2,0,-1,0,1,0,-2,3,1,-2,1,-3,2,-2,-1,0,0,0,2,-2,-1,0,1,1,-1,0,-1,0,-1,1,2,0,1,-1,0,-2,-2,-1,2,0,-2,0,0,0,0,0,2,0,-2,0,0,1,-1,-1,12
35872,1,0,-3,0,-1,-2,-2,0,0,0,-2,1,-2,2,1,2,-1,0,0,-3,-1,-1,0,0,-2,1,1,0,1,-2,-3,0,1,1,-1,0,-3,-1,-1,0,1,3,1,0,0,0,0,0,3,0,0,0,2,0,-2,0,0,0,0,1,5
22561,0,0,-2,-2,1,-1,2,0,0,0,3,-3,-1,2,-3,0,1,-2,0,3,0,0,0,0,-1,2,-1,-1,-1,-1,-2,0,0,0,1,0,2,-1,-1,2,2,-1,1,1,1,0,-2,0,2,0,0,0,2,0,1,0,0,2,-1,-1,8
7516,0,0,1,-2,-3,1,-1,0,3,0,-1,0,1,-1,1,-2,2,-1,-2,0,0,1,0,0,-3,-3,-3,-1,3,1,-1,0,-3,0,-2,-1,0,1,1,3,-1,0,-2,1,-2,0,-1,0,-3,0,0,0,2,0,1,0,0,-1,-1,0,4
34737,0,0,2,-3,-2,1,1,0,0,0,2,0,-1,1,-2,-3,0,-2,0,-1,0,-2,0,0,1,-2,-2,0,-1,1,-1,0,0,0,-2,0,-1,0,1,-1,2,-2,1,-2,1,-1,-1,0,-2,0,0,0,0,1,-1,0,0,-1,0,1,9
14339,0,0,-2,0,1,-1,0,0,1,0,1,-1,1,3,-1,-2,0,-1,-1,2,0,0,0,0,-2,0,1,0,-2,-1,0,0,1,0,1,-1,0,-2,-2,2,-1,3,1,-2,1,1,-2,0,2,1,0,0,1,0,3,0,0,0,-1,1,8
51165,0,0,-1,1,-2,2,1,0,2,-1,0,3,0,-3,-1,2,-1,1,1,1,0,1,0,0,1,-2,1,0,1,-1,3,0,-1,0,-2,0,1,1,1,-2,-2,0,1,0,-1,0,-2,0,1,0,0,0,-1,0,-2,0,0,-1,1,0,15
15026,0,0,-3,0,0,-3,0,0,0,0,-2,-3,2,1,0,1,1,0,-2,-2,0,1,-1,0,-2,0,3,0,1,2,0,0,-2,0,2,-2,-1,-2,3,-3,-1,0,-2,-2,0,0,1,0,2,0,0,0,2,-1,2,0,0,0,0,-1,14
3350,0,0,2,0,-3,0,-2,0,-1,0,-1,0,0,0,0,-1,0,0,-1,3,0,1,0,0,0,0,0,0,-3,-3,0,0,-3,0,-1,1,-2,-1,1,-1,-2,-2,1,1,3,0,-2,0,2,0,0,0,-2,0,-2,0,0,2,-2,-2,13
27648,0,0,1,1,-2,-1,-2,0,-2,0,0,-2,-1,0,1,1,-1,0,-1,2,0,3,0,0,1,-1,-1,-1,3,3,-2,0,0,0,-3,-2,0,1,1,0,0,-1,-2,2,0,0,0,0,3,0,0,0,2,0,-2,0,-1,-1,0,-1,12
7044,0,-1,-1,-1,-2,-2,-1,0,3,0,2,1,-2,3,-2,0,1,0,-3,0,0,1,0,0,1,1,-1,0,0,2,-1,1,1,0,1,1,-2,0,-1,3,2,1,-1,2,0,0,-3,0,2,0,1,0,1,0,-2,0,0,1,0,1,9
4901,0,0,0,-3,0,2,1,0,-1,0,0,2,0,-2,-2,-2,3,3,-1,0,0,2,0,0,2,3,3,0,2,-1,-2,0,0,0,-1,-3,1,-2,0,0,0,-3,2,-2,-2,1,3,0,1,0,0,0,3,0,-1,0,0,-1,-1,1,1
53014,0,0,-1,-1,0,1,-1,1,1,0,0,0,2,-2,1,-1,0,1,1,-2,1,1,0,0,0,0,1,0,3,-2,2,0,1,0,-1,0,1,-1,1,-2,1,-3,-2,3,-1,0,1,0,1,0,1,0,-2,0,0,0,0,-1,-1,-1,1
26561,0,0,-1,-1,-2,2,0,1,-2,0,0,0,0,0,-1,1,0,-2,-1,-2,0,1,0,1,-1,0,2,1,0,-1,-1,0,-1,0,0,-1,-1,-2,-1,1,0,-2,1,2,-2,0,-1,0,0,0,0,-1,-1,0,-2,0,0,2,2,-1,0
11801,0,0,2,1,0,1,0,0,2,1,-1,-2,1,-2,-2,-2,-3,1,0,0,0,2,0,-1,1,-1,0,0,-2,-1,0,1,0,0,1,2,2,-3,2,-3,-2,0,2,-2,0,0,1,0,1,0,0,0,1,0,2,0,0,-3,-2,0,5
31277,0,-1,3,0,0,-1,1,0,0,-1,1,-3,1,-1,2,1,-1,1,-2,0,-1,3,0,0,0,-2,3,0,1,1,1,0,0,0,0,2,1,0,0,2,1,0,0,-3,0,0,-2,0,3,0,0,0,3,0,2,0,0,0,-2,-1,4
38502,0,0,1,-3,-1,0,0,0,0,0,-1,0,0,-1,1,0,0,1,2,-3,0,1,0,0,0,-1,-1,0,1,1,-1,0,0,-1,-2,0,1,2,2,-1,-3,1,1,0,-3,0,1,0,1,0,0,0,-1,0,-1,0,0,1,0,1,5
44902,0,0,3,1,0,1,0,-1,1,0,-1,1,-2,-1,0,-3,0,3,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,-2,2,1,-1,2,0,-1,-1,0,0,2,0,-1,1,-1,0,0,0,-1,0,-2,0,0,2,1,-2,13
21079,0,0,0,0,2,3,-1,0,2,1,1,-2,-2,0,2,-1,-1,-1,-2,-1,0,1,0,0,-2,0,3,-1,0,1,2,0,2,0,0,-1,0,0,0,1,1,0,-1,1,1,0,3,0,-2,0,0,0,2,0,2,0,0,0,1,0,8
2809,0,0,0,2,2,-1,-1,0,1,0,-2,2,0,0,-1,1,0,0,-1,1,0,-3,0,0,-1,-1,0,-1,1,-1,0,0,1,0,0,1,-1,1,0,2,-2,-3,-2,3,0,1,3,-1,-3,0,0,-1,0,0,1,0,0,1,1,1,3
53802,0,0,1,-2,-1,-1,3,0,-3,0,0,-2,0,1,0,-3,0,0,-1,2,0,-2,0,0,2,-2,-1,0,-1,-1,-1,0,-1,0,-2,-1,0,0,-1,-1,2,0,1,-1,1,0,-1,0,1,0,0,0,1,1,2,0,0,-1,0,3,8
50061,0,0,-1,2,1,1,0,0,1,0,-3,1,2,0,2,-2,2,-1,-2,0,0,-1,0,0,3,1,3,1,0,-2,3,0,-2,0,-1,-1,1,1,2,-2,0,1,0,1,1,-1,0,0,-3,-1,0,0,-1,0,-2,1,0,0,0,0,13
12260,0,0,-1,-1,-1,0,-1,0,1,0,-1,2,-1,-1,-1,0,0,-2,0,2,0,-1,1,1,3,0,1,0,-1,0,0,0,1,0,-2,0,0,0,1,-1,0,-2,2,0,0,1,2,0,0,0,1,0,-1,0,1,1,0,1,0,-2,2
1458,0,0,0,-1,-1,-2,-2,0,3,0,1,1,2,-2,0,3,-2,0,-2,-2,0,2,0,0,-2,0,1,1,0,1,-2,0,-2,0,-1,-2,0,0,2,-2,-2,2,-2,1,-2,0,0,0,1,0,0,-1,0,0,3,-1,0,0,-1,3,14
2417,0,1,-3,0,-1,-1,0,0,1,0,-2,1,1,1,0,-1,-2,1,0,1,0,1,0,0,-2,1,-1,0,-2,1,2,0,0,0,2,-1,-3,-1,3,-1,0,2,0,-1,-2,0,-2,0,-2,0,1,0,-1,0,1,0,0,-2,3,0,3
34590,0,0,-1,-2,-1,-1,-2,0,0,0,1,2,0,1,-1,2,1,2,-1,0,0,1,0,0,-2,0,2,-1,0,-1,-1,0,2,0,-2,1,-2,0,-1,0,-2,3,2,1,-1,0,0,0,-1,0,0,0,-1,0,-2,0,0,-2,1,2,5
53329,0,1,0,-1,2,0,2,0,-2,0,3,-1,1,1,2,-2,-1,1,0,2,0,0,0,0,1,2,1,0,0,0,-1,0,1,0,1,-1,3,-1,-1,-1,0,0,-1,0,1,0,1,0,0,0,0,0,3,0,2,0,0,0,-1,1,8
29871,-1,0,1,0,2,3,-2,1,2,0,1,1,-2,1,2,0,1,-2,0,0,0,0,0,0,-2,-3,0,0,-2,3,-1,0,1,0,0,-1,-2,2,1,2,-1,-2,-2,0,1,0,0,-1,0,0,0,0,2,0,0,-1,0,-1,2,0,8
26258,0,0,-1,0,1,3,1,-1,-1,-1,-3,1,3,1,-1,0,0,-2,-1,-1,0,-1,0,0,1,1,2,0,1,-2,-2,1,0,0,2,3,1,-3,1,2,1,0,0,1,0,0,1,0,0,0,0,0,-1,0,-1,0,0,-2,-1,0,1
8306,0,0,0,-2,-1,-3,1,0,1,0,2,-3,3,-1,0,-2,0,1,2,-2,0,1,0,1,1,-1,1,0,0,1,0,0,-1,0,0,1,2,2,0,0,-1,-1,-2,1,-1,0,-3,0,1,0,0,0,0,0,1,-1,0,0,-1,1,4
